qid,sentid,question,sentence text,label
627,5,What is the mode of inheritance of Marchesani syndrome?,Both autosomal recessive (AR) and autosomal dominant (AD) modes of inheritance have been described for WMS.,0
627,6,What is the mode of inheritance of Marchesani syndrome?,"Weill-Marchesani syndrome (WMS) is a connective tissue disorder characterised by short stature, brachydactyly, joint stiffness, and characteristic eye anomalies including microspherophakia, ectopia of the lenses, severe myopia, and glaucoma.",0
627,7,What is the mode of inheritance of Marchesani syndrome?,Both autosomal recessive (AR) and autosomal dominant (AD) modes of inheritance have been described and a gene for AR WMS has recently been mapped to chromosome 19p13.3-p13.2.,0
627,8,What is the mode of inheritance of Marchesani syndrome?,Both autosomal recessive and autosomal dominant modes of inheritance have been described in association with WMS.,1
627,9,What is the mode of inheritance of Marchesani syndrome?,"We report 6 patients with Weill-Marchesani syndrome (with or without ocular involvement) in three generations, identified by screening 26 members of two families.",0
627,10,What is the mode of inheritance of Marchesani syndrome?,This is the largest family in the literature showing an autosomal dominant pattern of inheritance.,1
627,11,What is the mode of inheritance of Marchesani syndrome?,"Weill-Marchesani syndrome comprises short stature, brachydactyly, microspherophakia, glaucoma, and ectopia lentis is regarded as an autosomal recessive trait",1
627,12,What is the mode of inheritance of Marchesani syndrome?,We present two families each with affected individuals in 3 generations demonstrating autosomal dominant inheritance of Weill-Marchesani syndrome.,0
627,13,What is the mode of inheritance of Marchesani syndrome?,"Weill-Marchesani syndrome is a rare, generalized disorder of connective tissue manifested by short stature, brachymorphia, and spherophakia.",0
627,14,What is the mode of inheritance of Marchesani syndrome?,Inheritance is autosomal recessive.,0
1073,0,How does TNF affect thyroid hormone receptors?,"treatment of the cells with T(3) for 2 d induced the expression of thyroid hormone receptor-beta and caspase-3, and this thyroid hormone receptor-beta induction was drastically repressed by xTNF-alpha.",1
2941,0,Which disease is PGT121 used for?,We investigated adenovirus serotype 5 (Ad5) and adeno-associated virus serotype 1 (AAV1) vectors to deliver the HIV-1-specific bNAb PGT121 in wild-type and immunocompromised C57BL/6 mice as well as in HIV-1-infected bone marrow-liver-thymus (BLT) humanized mice.,1
2941,1,Which disease is PGT121 used for?,"In HIV-1-infected BLT humanized mice, Ad5.PGT121 resulted in a greater reduction of viral loads than did AAV1.PGT121.",1
2941,2,Which disease is PGT121 used for?,Ad5.PGT121 also led to more-sustained virologic control than purified PGT121 IgG.,0
2941,3,Which disease is PGT121 used for?,"Ad5.PGT121 afforded more rapid, robust, and durable antiviral efficacy than AAV1.PGT121 and purified PGT121 IgG in HIV-1-infected humanized mice.",1
2941,4,Which disease is PGT121 used for?,We investigated adenovirus serotype 5 (Ad5) and adeno-associated virus serotype 1 (AAV1) vectors to deliver the HIV-1-specific bNAb PGT121.,1
2941,5,Which disease is PGT121 used for?,"Ad5.PGT121 afforded more rapid, robust, and durable antiviral efficacy than AAV1.PGT121 and purified PGT121 IgG in HIV-1-infected humanized mice.",1
861,0,Which are the cellular targets of imatinib mesylate?,"Imatinib mesylate is a tyrosine kinase inhibitor of the ABL, platelet-derived growth factor receptor (PDGFR), and c-kit kinases.",1
861,1,Which are the cellular targets of imatinib mesylate?,Imatinib mesylate is a novel anti-tumor agent useful in the clinical management of chronic myelogenous leukemia and gastrointestinal stromal tumors with minimal toxicity relative to other forms of cancer therapy.,1
861,2,Which are the cellular targets of imatinib mesylate?,"Its clinical activity and minimal toxicity are related to specific inhibition of cellular targets including BCR-ABL, platelet-derived growth factor receptor and c-kit kinases, resulting in the collapse of downstream signaling cascades important for transformation.",1
4077,0,Which molecule is targeted by Camrelizumab?,Camrelizumab (SHR-1210) is a humanised anti-programmed death-1 (anti PD-1) antibody.,1
4077,1,Which molecule is targeted by Camrelizumab?,The PD-1 antibody camrelizumab was well tolerated in patients with nasopharyngeal carcinoma.,0
4077,2,Which molecule is targeted by Camrelizumab?,"As decitabine is known to boost T-cell function, we assessed the safety and efficacy of anti-PD-1 camrelizumab alone versus decitabine-primed camrelizumab in patients with relapsed/refractory cHL.",0
4077,3,Which molecule is targeted by Camrelizumab?,Camrelizumab (SHR-1210) is a humanised anti-programmed death-1 (anti PD-1) antibody.,1
4077,4,Which molecule is targeted by Camrelizumab?,Decitabine plus camrelizumab may reverse resistance to PD-1 inhibitors in patients with relapsed/refractory cHL.,0
4077,5,Which molecule is targeted by Camrelizumab?,Addition of Low-Dose Decitabine to Anti-PD-1 Antibody Camrelizumab in Relapsed/Refractory Classical Hodgkin Lymphoma.,0
4077,6,Which molecule is targeted by Camrelizumab?,CONCLUSION CR rate in patients with relapsed/refractory cHL who were clinically naïve to PD-1 blockade was significantly higher with decitabine plus camrelizumab than with camrelizumab alone.,0
4077,7,Which molecule is targeted by Camrelizumab?,"As decitabine is known to boost T-cell function, we assessed the safety and efficacy of anti-PD-1 camrelizumab alone versus decitabine-primed camrelizumab in patients with relapsed/refractory cHL.",0
4077,8,Which molecule is targeted by Camrelizumab?,"Recent phase 1-2 trials reported manageable safety profiles and promising antitumor activities of anti-PD-1 drugs (pembrolizumab, nivolumab, camrelizumab and JS001) with/without chemotherapy in recurrent/metastatic nasopharyngeal carcinoma (RM-NPC), however head-to-head comparison among these regimens is lacking.",0
4077,9,Which molecule is targeted by Camrelizumab?,Camrelizumab (SHR-1210) is a humanised anti-programmed death-1 (anti PD-1) antibody.,1
4077,10,Which molecule is targeted by Camrelizumab?,"As decitabine is known to boost T-cell function, we assessed the safety and efficacy of anti-PD-1 camrelizumab alone versus decitabine-primed camrelizumab in patients with relapsed/refractory cHL.",0
4077,11,Which molecule is targeted by Camrelizumab?,"Recent phase 1-2 trials reported manageable safety profiles and promising antitumor activities of anti-PD-1 drugs (pembrolizumab, nivolumab, camrelizumab and JS001) with/without chemotherapy in recurrent/metastatic nasopharyngeal carcinoma (RM-NPC), however head-to-head comparison among these regimens is lacking.",0
4077,12,Which molecule is targeted by Camrelizumab?,"Here, we represent preliminary evidence for the comparative safety and efficacy of existing anti-PD-1 agents with/without chemotherapy in RM-NPC, which indicated that camrelizumab has the least toxicity profile and merits future investigation.",0
4077,13,Which molecule is targeted by Camrelizumab?,"Camrelizumab (AiRuiKa™), a programmed cell death 1 (PD-1) inhibitor being developed by Jiangsu Hengrui Medicine Co.",1
4077,14,Which molecule is targeted by Camrelizumab?,"Lactate dehydrogenase and baseline markers associated with clinical outcomes of advanced esophageal squamous cell carcinoma patients treated with camrelizumab (SHR-1210), a novel anti-PD-1 antibody.",0
4077,15,Which molecule is targeted by Camrelizumab?,"All patients were administered intravenous camrelizumab (SHR-1210), a novel anti-PD-1 antibody, at doses of 60 mg, 200 mg, or 400 mg (4-week interval after first dose followed by a 2-week schedule) until disease progression or intolerable toxicity.",0
4077,16,Which molecule is targeted by Camrelizumab?,"Here we describe a case of a novel pattern of RRP induced by anti-PD-1 blockade Camrelizumab 2 years after radiotherapy, with some focus on further understanding of this phenomenon.",0
4077,17,Which molecule is targeted by Camrelizumab?,"After 15 months, due to tumor progression and brain metastasis, he started with administration of anti-PD-1 blockade Camrelizumab (200 mg q2w) and stereotactic radiosurgery (SRS).",0
4077,18,Which molecule is targeted by Camrelizumab?,We aimed to assess efficacy and safety of the anti-PD-1 antibody camrelizumab versus investigator's choice of chemotherapy in previously treated patients.,0
4077,19,Which molecule is targeted by Camrelizumab?,This study aimed to assess the antitumour activity and safety of the anti-PD-1 inhibitor camrelizumab in pretreated patients with advanced hepatocellular carcinoma.,0
4077,20,Which molecule is targeted by Camrelizumab?,"In our present report, we described a newly diagnosed non-small-cell lung cancer patient who suffered from focal vitiligo for approximately ten years and was treated with the anti-programmed cell death-1 receptor antibody camrelizumab (SHR-1210), which accelerated the aggravation of depigmentation of the skin over the whole body in just half a year.",0
